id|enun|op1|op2|op3|op4|op5|resp|year|idimg
541|¿Cuál de las siguientes afirmaciones NO es correcta en el tratamiento de la polimialgia reumática?|Se debe asegurar una ingesta adecuada de calcio y vitamina D debido al riesgo de osteoporosis esteroideas en los pacientes con edad avanzada.|El tratamiento de elección es 60 mg de prednisona al día durante una semana y bajar a un ritmo de 10 mgs por semana y suspender.|En algunos pacientes la utilización de fármacos como el metotrexate o la azatioprina pueda ayudar a reducir las necesidades de esteroides para el control de los síntomas.|Las dosis de esteroides deben ser incrementadas en el caso de una reactivación de los síntomas y no por elevaciones de la velocidad de sedimentación.|La mayor parte de los síntomas desaparecen a las 48-72h de comenzar el tratamiento.|2|2011|0
542|Entre las siguientes medidas terapéuticas, ¿cuál cree usted que es la menos indicada en la fibromialgia?|Amitriptilina a bajas dosis.|Educación del paciente.|Analgésicos.|Mórficos.|Actividad física aeróbica, adaptada a las capacidades del paciente.|4|2011|0
543|De las siguientes pruebas complementarias, ¿cuál indicaría en el caso de que un paciente afecto de una artritis reumatoide presentase un síndrome nefrótico?|Eco-Doppler renal.|Renograma isotópico.|Pielografía iintravenosa.|Biopsia rectal.|Ecografía renovesical.|4|2011|0
544|Mujer de 53 años que presenta una fractura cerrada del radio distal tipo "Colles" y ha sido tratada mediante reducción y colocación de yeso antebraquial. Como antecedentes relevantes no es fumadora y no tiene antecedentes de osteoporosis. Se obtuvo una reducción correcta y se ha optado por un tratamiento conservador. ¿Qué tiempo de inmovilización es el recomendado para una fractura de estas características?|Un tiempo máximo de 6 semanas.|Un tiempo máximo de 14 semanas.|Un tiempo máximo de 10 semanas.|Un tiempo máximo de 18 semanas.|Un tiempo máximo de 2 semanas.|1|2011|0
545|¿Cuál de las siguientes es la mejor opción de tratamiento en una necrosis avascular de cabeza femoral en la que no existe colapso de la superficie articular en el estudio radiológico?|Prótesis total de cadera.|Prótesis de superficie de cadera.|Reparación del labrum y microfracturas de la zona de la lesión mediante artroscopia.|Forage descompresivo.|Prótesis bipolar de cadera.|4|2011|0
546|Una mujer de 35 años diagnosticada de Lupus Eritematoso Sistémico en tratamiento con corticoides a una dosis de 0.5 mg/kg/día durante varios meses, con buen control de la actividad inflamatoria, acude a la consulta por dolor contínuo en la rodilla de 3 semanas de evolución, de inicio brusco sin antecedente traumático. Aporta un examen radiográfico dentro de la normalidad. ¿Qué exploración complementaria entre los siguientes pediría a continuación?|Cultivo del líquido articular.|Resonancia magnética.|Recuento celular y bioquímica del líquido articular.|Tomografía de rodilla.|Hemograma y formula leucocitaria, con Proteina C reactiva.|2|2011|0
547|¿Cuál de las siguientes no es una indicación de tratamiento quirúrgico de una hernia discal lumbar?|Deterioro progresivo motor.|Deterioro progresivo sensitivo.|Fracaso de tratamiento conservador más de 2 semanas.|Síndrome de cola de caballo.|Cuadro de déficit motor asociado a trastorno del control esfinteriano.|3|2011|0
548|Un hombre de 30 años sufre caída de una altura de 2 metros de pie. A su llegada a urgencias en camilla está consciente y orientado, con sondaje vesical con orina clara. Muestra tumefacción de talón izquierdo y hormigueos leves por cara anterior de muslo derecho y escroto así como disestesias en ambos pies. El paciente se despide del camillero con un apretón de manos con una palmada simultánea en el hombro. La rotación de los miembros inferiores en la camilla cogidos por los tobillos es indolora y la compresión de la pelvis es asintomática. A continuación:|Lo sentaremos en la camilla para poder explorar la columna cervical.|Le colocaremos un collarín cervical y remitiremos a radiología para estudio de imagen de extremidades inferiores y columna cervical.|Remitiremos a radiología para realizar estudio de extremidades inferiores (pies, fémures y pelvis).|Palparemos el abdomen y lo rodaremos en bloque para palpar la columna toracolumbar.|Solicitaremos una ecografía abdominal.|4|2011|0
549|Hombre de 35 años. Antecedentes de epilepsia y adicción a drogas no parenterales. Ingresa en Urgencias tras ser encontrado comatoso en la calle. Al ingreso estuporoso, sin focalidad neurológica. Exploración cardiovascular normal. Tensión arterial 135/78 mm Hg. Dolor difuso a la compresión en miembros superior e inferior derechos, con pantorrilla derecha caliente y edematosa. Tras sondaje vesical se recuperan 200 mL de orina oscura. Analítica: hemoglobina 14,4 g/dl, 7.800 leucocitos/mm3, glucemia 68 mg/dl, urea 114 mg/dl, creatinina 4,4 mg/dl, úrico 9,9 mg/dl, calcio 7,0 mg/dl. Analítica de orina: densidad 1012, pH 5,5, proteinuria +, sedimento normal, sodio urinario 64 mmol/l. Ecografía renal normal. ¿A cuál de las siguientes pruebas o determinaciones analíticas le ve más utilidad inmediata para identificar la causa de la insuficiencia renal de este paciente?|Hemocultivos seriados y urocultivo.|Niveles de anticomiciales en sangre.|Patrones de citolisis y colostasis hepática.|Nivel de creatinkinasa (CPK) en sangre.|Estudio radiológico vascular, tanto de riñones como de miembro inferior derecho.|4|2011|0
550|La insuficiencia renal crónica es una patología cada vez mas prevalente en nuestros pacientes. En las sociedades industrializadas la causa más frecuente es:|Riñón quístico.|Hipertensión arterial.|Diabetes mellitus.|Glomerulonefritis.|Infecciones urinarias de repetición.|3|2011|0
551|En un paciente que presente Síndrome Nefrótico por Lesiones Mínimas (Cambios Mínimos) la inmunoflurescencia glomerular revela:|Depósito intracapilar de crioglobulinas mixtas tipo II.|Depósito lineal de IgG.|Depósitos subepiteliales de inmunoglobulinas.|Depósito mesangial de IgA-IgG.|Es negativa.|5|2011|0
552|Paciente de 12 años que acude a urgencias por artralgia, dolor abdominal y hematuria macroscópica dos días después de haber sido diagnosticado de amigdalitis pultácea. A su ingreso la creatinina sérica es de 2 mg/dl. ¿Cuál es el diagnóstico más probable?|Glomerulonefritis postinfecciosa.|Glomerulonefritis membranosa.|Síndrome de Alport.|Síndrome de Schoenlein Henoch.|Nefropatía IgA.|4|2011|0
553|Un paciente de 79 años y 70 Kg de peso con hipertensión arterial de 175/95 mmHg, así como antecedentes de infarto de miocardio e ictus cerebral presenta una creatinina de 1,9 mg/dl. Se inicia tratamiento con un inhibidor de la enzima de conversión de la angiotensina a dosis bajas. A los pocos días de inicio de tratamiento acude por dificultad para caminar y malestar general con tensión arterial de 150/90 mmHg. En la analítica se detecta creatinina de 6 mgr/dl y K+ de 7,8 mEq/l. Tras estabilizar y mejorar la situación del paciente que exploración realizaría de inicio para aclarar esta evolución:|Cistografía para descartar patología obstructiva baja.|Determinación de aldosterona en plasma.|Biopsia renal.|Estudio de microalbuminuria.|Pruebas de imagen dirigidas al estudio de existencia de patología arterial renal.|5|2011|0
554|La acidosis metabólica con anion gap (hiato aniónico) aumentado puede ser producida por las todas las siguientes causas menos una. Señalela.|Diarrea aguda.|Acidosis láctica.|Cetoacidosis diabética.|Insuficiencia renal aguda.|Intoxicación por metanol.|1|2011|0
555|¿Cuál sería el diagnóstico más probable de un paciente de 35 años de edad que desde hace varias semanas presenta algún episodio aislado de hematuria leve, dolor en flanco de tipo cólico, polaquiuria y en el análisis de orina aparece piuria ácida con urocultivo negativo?|Prostatitis aguda.|Tumor vesical.|Tuberculosis urogenital.|Tumor del tracto urinario superior.|Cólico renal.|3|2011|0
556|Un hombre de 78 años de edad consulta por presentar desde hace unas semanas pérdida de pequeñas cantidades de orina sin ningún tipo de aviso previo. No lo relaciona con ninguna posición corporal ni actividad concreta. No presenta fiebre ni disuria. De entre las potenciales causas de incontinencia urinaria, ¿cuál es la más probable en este caso?|Infección de vías urinarias.|Lesión del nervio pudendo.|Hipertrofia de próstata.|Incontinencia de estrés.|Accidente vascular cerebral.|3|2011|0
557|En la relación con la nefrolitiasis señale la respuesta falsa:|La eliminación de dos cálculos menores de 5 mm es espontánea en la mayoría de los casos.|La litotricia extracorpórea por ondas de choque es el método elegido para el tratamiento de la mayoría de los cálculos no expulsables, sobre todo, en los casos de pionefrosis.|Las litiasis de fosfato amónico-magnésico son radioopacas y frecuentemente constituyen un foco continuado de sepsis.|La nefrolitiasis es la causa más frecuente de obstrucción urinaria en el varón joven.|Las litiasis de ácido úrico responden bien a la alcalinización de la orina.|2|2011|0
558|La citología de orina es una prueba útil para el diagnóstico de:|Tumor de testículo.|Hidrocele.|Carcinoma vesical y tumor del tracto uninario superior.|Hiperplasia benigna de próstata.|Adenocarcinoma de próstata.|3|2011|0
559|Paciente de 40 años de edad, fumador desde los 18 años y sin antecedentes patológicos de interés. Consulta por cuadro de 24 horas de evolución de escalofríos, fiebre termometrada de 39ºC y tos con expectoración. La radiografia simple de tórax pone de manifiesto un aumento de densidad con patrón alveolar en el lóbulo superior derecho y el paciente es diagnosticado de neumonía adquirida en la comunidad. ¿Cuál es el agente etiológico más frecuente y por lo tanto de obligada cobertura al elegir el tratamiento antibiotico empírico?|Chlamydia pneumoniae.|Streptococcus pneumoniae.|Mycoplasma pneumoniae.|Legionella pneumophila serogrupo 1.|Haemophilus influenzae.|2|2011|0
560|Mujer de 71 años con antecedentes de artritis reumatoide en tratamiento con sulfasalazina 1 gr/8h, prednisona 15 mg/d y etanercept 25 mg veces/semana. Acude a urgencias por clínica de 72h compatible con herpes zoster facial afectando a hemifacies derecha incluyendo pabellon auricular, respetando frente y quemosis conjuntival. ¿Cuál sería el tratamiento adecuado?|Tratamiento tópico con aciclovir.|Tratamiento sintomático del dolor únicamente.|Inmuglobulina parenteral y vacunación.|Ingreso hospitalario y tratamiento con aciclovir o famciclovir.|Tratamiento ambulatorio con aciclovir, valaciclovir o famciclovir oral.|4|2011|0
561|Un paciente inmunodeficiente que presenta en la radiografía de tórax/TC una neumonía con el signo del halo menisco o contorno semilunar sugiere infección por:|Staphylococcus aureus.|Streptococcus pneumoniae.|Aspergillus fumigatus.|Pseudomonas aeruginosa.|Candida albicans.|3|2011|0
562|Un hombre de 68 años es evaluado por presentar fiebre, pérdida de peso y disnea de esfuerzo. La exploración física revela un nuevo soplo diastólico aórtico y estigmas de embolismos periféricos. El ecocardiograma muestra una vegetación de 1 cm en la válvula aórtica y en dos de dos hemocultivos, se aisla Streptococcus bovis sensible a penicilina. Tras iniciar tratamiento de endocarditis, ¿cuál de las siguientes exploraciones nos podría ayudar en el diagnóstico?|Radiografía de tórax.|Prueba de tolerancia a la glucosa.|Endoscopia digestiva alta.|Colonoscopia.|Ecografía abdominal.|4|2011|0
563|Un paciente acude al Servicio de Urgencias con fiebre sin focalidad de 24 horas de evolución, hipotensión e impresión de gravedad. Sufrió una esplenectomía dos años antes para estadificación de enfermedad de Hodgkin. ¿Qué microorganismo se implica con mayor frecuencia en este cuadro?|Pseudomonas aeruginosa.|Streptococcus pneumoniae.|Salmonella no typhi.|Streptococcus viridans.|Pneumocystis jiroveci.|2|2011|0
564|Una mujer de 40 años ingresa en el servicio de urgencias con fiebre de 38ºC y dolor lumbar derecho. En la analítica destacan 25.000 leucocitos/mm3 con desviación a la izquierda y en la ecografía abdominal se evidencia una litiasis coraliforme. Al realizar un urocultivo ¿cuál es el microorganismo que esperamos encontrar?|Enterococcus faecalis.|Proteus mirabilis.|Candida albicans.|Salmonella typhi.|Escherichia coli.|2|2011|0
565|Un hombre de 32 años, adicto a drogas por vía parenteral y que ha salido recientemente de la cárcel, tiene una prueba cutánea con derivado proteico purificado (PPD), con 10 mm de induración. Hace un año, el PPD fue negativo, actualmente está asintomático, la serología de VIH es negativa y su radiografía de tórax es normal. ¿Qué actitud entre las siguientes le parece más adecuada?|No realizar tratamiento y control anual de radiografía de tórax.|Tratamiento con rifampicina y pirazinamida durante 2 meses.|Tratamiento con 4 drogas durante 4 meses.|Cultivos de esputo inducidos para micobacterias y tratar sólo si son positivos.|Isoniazida diaria durante 9 meses.|5|2011|0
